id,grade,kanji,rad
2094,S,寮,小 日 并 𠆢 宀
2095,S,療,小 日 并 𠆢 疒
2096,S,瞭,小 日 并 目 𠆢
2097,S,糧,一 日 米 里
2098,S,厘,里 厂
2099,S,倫,｜ 一 ⺅ 𠆢 亅 冊
2100,S,隣,舛 米 夕 ⻖
2101,S,瑠,王 田 刀 厶
2102,S,涙,戸 氵 大 一 尸
2103,S,累,糸 幺 小 田
2104,S,塁,田 土 冫
2105,S,励,斤 力 厂
2106,S,戻,戸 大 一 尸
2107,S,鈴,金 𠆢 卩 一
2108,S,零,雨 𠆢 卩 一
2109,S,霊,｜ 一 雨 二
2110,S,隷,ヨ 士 小 水 二 隶 示 二 小
2111,S,齢,止 歯 米 𠆢 凵 卩
2112,S,麗,一 鹿 比 冂 广
2113,S,暦,日 麻 木 厂 广
2114,S,劣,ノ 小 力
2115,S,烈,刂 灬 歹
2116,S,裂,衣 刂 歹
2117,S,恋,心 ハ 亠
2118,S,廉,｜ ヨ ハ 广 并
2119,S,錬,｜ 一 金 日 木 田 并 ハ
2120,S,呂,口
2121,S,炉,火 戸 一 尸
2122,S,賂,貝 目 ハ 口 夂
2123,S,露,雨 口 足 夂
2124,S,弄,王 廾
2125,S,郎,艮 ⻏
2126,S,浪,艮 氵
2127,S,廊,艮 ⻏ 广
2128,S,楼,女 米 木
2129,S,漏,雨 氵 尸
2130,S,籠,月 竹 立
2131,S,麓,鹿 比 木 广
2132,S,賄,ノ 一 貝 目 ハ 月
2133,S,脇,月 力
2134,S,惑,口 心 戈
2135,S,枠,九 十 木
2136,S,湾,弓 氵 亠
